idLeitura,tipoMaquina,descricao,valor,metrica,dataleitura,minimo,maximo
1079,Usuário,"Core 2",20.30,%,2020-10-20,19,26
1080,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1081,Usuário,"Core 3",47.00,°C,2020-10-20,19,26
1082,Usuário,"Core 3",9.40,%,2020-10-20,19,26
1083,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1084,Usuário,"Core 4",44.00,°C,2020-10-20,19,26
1085,Usuário,"Core 4",3.10,%,2020-10-20,19,26
1086,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1087,Usuário,"Core 5",44.00,°C,2020-10-20,19,26
1088,Usuário,"Core 5",12.50,%,2020-10-20,19,26
1089,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1090,Usuário,"Core 6",46.00,°C,2020-10-20,19,26
1091,Usuário,"Core 6",6.30,%,2020-10-20,19,26
1115,Usuário,"Memoria uso %",52.40,%,2020-10-20,19,26
1116,Usuário,"Memoria uso GB",8.40,GB,2020-10-20,19,26
1117,Usuário,"Memoria livre GB",7.60,GB,2020-10-20,19,26
1118,Usuário,"Disco uso %",57.20,%,2020-10-20,19,26
1119,Usuário,"Disco temperatura",33.00,°C,2020-10-20,19,26
1120,Usuário,"Core 1",3905.40,MHz,2020-10-20,19,26
1121,Usuário,"Core 1",46.00,°C,2020-10-20,19,26
1122,Usuário,"Core 1",16.90,%,2020-10-20,19,26
1123,Usuário,"Core 2",3905.40,MHz,2020-10-20,19,26
1124,Usuário,"Core 2",49.00,°C,2020-10-20,19,26
1125,Usuário,"Core 2",25.00,%,2020-10-20,19,26
1126,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1127,Usuário,"Core 3",46.00,°C,2020-10-20,19,26
1128,Usuário,"Core 3",14.10,%,2020-10-20,19,26
1129,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1130,Usuário,"Core 4",45.00,°C,2020-10-20,19,26
1131,Usuário,"Core 4",9.40,%,2020-10-20,19,26
1132,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1133,Usuário,"Core 5",44.00,°C,2020-10-20,19,26
1134,Usuário,"Core 5",12.30,%,2020-10-20,19,26
1135,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1136,Usuário,"Core 6",47.00,°C,2020-10-20,19,26
1137,Usuário,"Core 6",17.20,%,2020-10-20,19,26
1207,Usuário,"Memoria uso %",52.50,%,2020-10-20,19,26
1208,Usuário,"Memoria uso GB",8.40,GB,2020-10-20,19,26
1209,Usuário,"Memoria livre GB",7.60,GB,2020-10-20,19,26
1210,Usuário,"Disco uso %",57.20,%,2020-10-20,19,26
1211,Usuário,"Disco temperatura",33.00,°C,2020-10-20,19,26
1212,Usuário,"Core 1",3905.40,MHz,2020-10-20,19,26
1213,Usuário,"Core 1",51.00,°C,2020-10-20,19,26
1214,Usuário,"Core 1",26.00,%,2020-10-20,19,26
1215,Usuário,"Core 2",3905.40,MHz,2020-10-20,19,26
1216,Usuário,"Core 2",48.00,°C,2020-10-20,19,26
1217,Usuário,"Core 2",35.90,%,2020-10-20,19,26
1218,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1219,Usuário,"Core 3",46.00,°C,2020-10-20,19,26
1220,Usuário,"Core 3",29.70,%,2020-10-20,19,26
1221,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1222,Usuário,"Core 4",46.00,°C,2020-10-20,19,26
1223,Usuário,"Core 4",20.30,%,2020-10-20,19,26
1224,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1225,Usuário,"Core 5",45.00,°C,2020-10-20,19,26
1226,Usuário,"Core 5",23.10,%,2020-10-20,19,26
1227,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1228,Usuário,"Core 6",47.00,°C,2020-10-20,19,26
1229,Usuário,"Core 6",25.00,%,2020-10-20,19,26
1253,Usuário,"Memoria uso %",52.50,%,2020-10-20,19,26
1254,Usuário,"Memoria uso GB",8.40,GB,2020-10-20,19,26
1255,Usuário,"Memoria livre GB",7.60,GB,2020-10-20,19,26
1256,Usuário,"Disco uso %",57.20,%,2020-10-20,19,26
1257,Usuário,"Disco temperatura",33.00,°C,2020-10-20,19,26
1258,Usuário,"Core 1",3905.40,MHz,2020-10-20,19,26
1259,Usuário,"Core 1",48.00,°C,2020-10-20,19,26
1260,Usuário,"Core 1",12.80,%,2020-10-20,19,26
1261,Usuário,"Core 2",3905.40,MHz,2020-10-20,19,26
1262,Usuário,"Core 2",50.00,°C,2020-10-20,19,26
1263,Usuário,"Core 2",21.90,%,2020-10-20,19,26
1264,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1265,Usuário,"Core 3",47.00,°C,2020-10-20,19,26
1266,Usuário,"Core 3",18.80,%,2020-10-20,19,26
1267,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1268,Usuário,"Core 4",44.00,°C,2020-10-20,19,26
1269,Usuário,"Core 4",4.70,%,2020-10-20,19,26
1270,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1271,Usuário,"Core 5",44.00,°C,2020-10-20,19,26
1272,Usuário,"Core 5",9.40,%,2020-10-20,19,26
1273,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1274,Usuário,"Core 6",46.00,°C,2020-10-20,19,26
1275,Usuário,"Core 6",0.00,%,2020-10-20,19,26
1345,Usuário,"Memoria uso %",52.50,%,2020-10-20,19,26
1346,Usuário,"Memoria uso GB",8.40,GB,2020-10-20,19,26
1347,Usuário,"Memoria livre GB",7.60,GB,2020-10-20,19,26
1348,Usuário,"Disco uso %",57.20,%,2020-10-20,19,26
1349,Usuário,"Disco temperatura",33.00,°C,2020-10-20,19,26
1350,Usuário,"Core 1",3905.40,MHz,2020-10-20,19,26
1351,Usuário,"Core 1",49.00,°C,2020-10-20,19,26
1352,Usuário,"Core 1",18.00,%,2020-10-20,19,26
1353,Usuário,"Core 2",3905.40,MHz,2020-10-20,19,26
1354,Usuário,"Core 2",49.00,°C,2020-10-20,19,26
1355,Usuário,"Core 2",18.80,%,2020-10-20,19,26
1356,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1357,Usuário,"Core 3",47.00,°C,2020-10-20,19,26
1358,Usuário,"Core 3",25.00,%,2020-10-20,19,26
1359,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1360,Usuário,"Core 4",47.00,°C,2020-10-20,19,26
1361,Usuário,"Core 4",17.20,%,2020-10-20,19,26
1362,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1363,Usuário,"Core 5",46.00,°C,2020-10-20,19,26
1364,Usuário,"Core 5",14.10,%,2020-10-20,19,26
1365,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1366,Usuário,"Core 6",48.00,°C,2020-10-20,19,26
1367,Usuário,"Core 6",9.40,%,2020-10-20,19,26
1391,Usuário,"Memoria uso %",52.50,%,2020-10-20,19,26
1392,Usuário,"Memoria uso GB",8.40,GB,2020-10-20,19,26
1393,Usuário,"Memoria livre GB",7.60,GB,2020-10-20,19,26
1394,Usuário,"Disco uso %",57.20,%,2020-10-20,19,26
1395,Usuário,"Disco temperatura",33.00,°C,2020-10-20,19,26
1396,Usuário,"Core 1",3905.40,MHz,2020-10-20,19,26
1397,Usuário,"Core 1",52.00,°C,2020-10-20,19,26
1398,Usuário,"Core 1",11.50,%,2020-10-20,19,26
1399,Usuário,"Core 2",3905.40,MHz,2020-10-20,19,26
1400,Usuário,"Core 2",50.00,°C,2020-10-20,19,26
1401,Usuário,"Core 2",18.80,%,2020-10-20,19,26
1402,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1403,Usuário,"Core 3",47.00,°C,2020-10-20,19,26
1404,Usuário,"Core 3",9.40,%,2020-10-20,19,26
1405,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1406,Usuário,"Core 4",47.00,°C,2020-10-20,19,26
1407,Usuário,"Core 4",6.30,%,2020-10-20,19,26
1408,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1409,Usuário,"Core 5",46.00,°C,2020-10-20,19,26
1410,Usuário,"Core 5",12.50,%,2020-10-20,19,26
1411,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1412,Usuário,"Core 6",48.00,°C,2020-10-20,19,26
1413,Usuário,"Core 6",6.30,%,2020-10-20,19,26
1437,Usuário,"Memoria uso %",51.50,%,2020-10-20,19,26
1438,Usuário,"Memoria uso GB",8.20,GB,2020-10-20,19,26
1439,Usuário,"Memoria livre GB",7.70,GB,2020-10-20,19,26
1440,Usuário,"Disco uso %",57.20,%,2020-10-20,19,26
1441,Usuário,"Disco temperatura",33.00,°C,2020-10-20,19,26
1442,Usuário,"Core 1",3905.40,MHz,2020-10-20,19,26
1443,Usuário,"Core 1",48.00,°C,2020-10-20,19,26
1444,Usuário,"Core 1",12.20,%,2020-10-20,19,26
1445,Usuário,"Core 2",3905.40,MHz,2020-10-20,19,26
1446,Usuário,"Core 2",52.00,°C,2020-10-20,19,26
1447,Usuário,"Core 2",20.30,%,2020-10-20,19,26
1448,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1449,Usuário,"Core 3",49.00,°C,2020-10-20,19,26
1450,Usuário,"Core 3",12.50,%,2020-10-20,19,26
1451,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1452,Usuário,"Core 4",47.00,°C,2020-10-20,19,26
1453,Usuário,"Core 4",6.30,%,2020-10-20,19,26
1454,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1455,Usuário,"Core 5",47.00,°C,2020-10-20,19,26
1456,Usuário,"Core 5",9.40,%,2020-10-20,19,26
1457,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1458,Usuário,"Core 6",48.00,°C,2020-10-20,19,26
1459,Usuário,"Core 6",9.40,%,2020-10-20,19,26
1483,Usuário,"Memoria uso %",51.50,%,2020-10-20,19,26
1484,Usuário,"Memoria uso GB",8.20,GB,2020-10-20,19,26
1485,Usuário,"Memoria livre GB",7.70,GB,2020-10-20,19,26
1486,Usuário,"Disco uso %",57.20,%,2020-10-20,19,26
1487,Usuário,"Disco temperatura",33.00,°C,2020-10-20,19,26
1488,Usuário,"Core 1",3905.40,MHz,2020-10-20,19,26
1489,Usuário,"Core 1",47.00,°C,2020-10-20,19,26
1490,Usuário,"Core 1",9.60,%,2020-10-20,19,26
1491,Usuário,"Core 2",3905.40,MHz,2020-10-20,19,26
1492,Usuário,"Core 2",49.00,°C,2020-10-20,19,26
1493,Usuário,"Core 2",18.80,%,2020-10-20,19,26
1494,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1495,Usuário,"Core 3",47.00,°C,2020-10-20,19,26
1496,Usuário,"Core 3",9.40,%,2020-10-20,19,26
1497,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1498,Usuário,"Core 4",45.00,°C,2020-10-20,19,26
1499,Usuário,"Core 4",1.60,%,2020-10-20,19,26
1500,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1501,Usuário,"Core 5",44.00,°C,2020-10-20,19,26
1502,Usuário,"Core 5",9.40,%,2020-10-20,19,26
1503,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1504,Usuário,"Core 6",46.00,°C,2020-10-20,19,26
1505,Usuário,"Core 6",6.30,%,2020-10-20,19,26
1713,Usuário,"Memoria uso %",51.70,%,2020-10-20,19,26
1714,Usuário,"Memoria uso GB",8.20,GB,2020-10-20,19,26
1715,Usuário,"Memoria livre GB",7.70,GB,2020-10-20,19,26
1716,Usuário,"Disco uso %",57.20,%,2020-10-20,19,26
1717,Usuário,"Disco temperatura",33.00,°C,2020-10-20,19,26
1718,Usuário,"Core 1",3905.40,MHz,2020-10-20,19,26
1719,Usuário,"Core 1",47.00,°C,2020-10-20,19,26
1720,Usuário,"Core 1",8.90,%,2020-10-20,19,26
1721,Usuário,"Core 2",3905.40,MHz,2020-10-20,19,26
1722,Usuário,"Core 2",48.00,°C,2020-10-20,19,26
1723,Usuário,"Core 2",15.60,%,2020-10-20,19,26
1724,Usuário,"Core 3",3905.40,MHz,2020-10-20,19,26
1725,Usuário,"Core 3",48.00,°C,2020-10-20,19,26
1726,Usuário,"Core 3",6.30,%,2020-10-20,19,26
1727,Usuário,"Core 4",3905.40,MHz,2020-10-20,19,26
1728,Usuário,"Core 4",45.00,°C,2020-10-20,19,26
1729,Usuário,"Core 4",3.10,%,2020-10-20,19,26
1730,Usuário,"Core 5",3905.40,MHz,2020-10-20,19,26
1731,Usuário,"Core 5",46.00,°C,2020-10-20,19,26
1732,Usuário,"Core 5",12.50,%,2020-10-20,19,26
1733,Usuário,"Core 6",3905.40,MHz,2020-10-20,19,26
1734,Usuário,"Core 6",48.00,°C,2020-10-20,19,26
1735,Usuário,"Core 6",9.40,%,2020-10-20,19,26
21677,Usuário,"Memoria uso %",41.30,%,2020-10-21,18,27
21678,Usuário,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21679,Usuário,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21680,Usuário,"Disco uso %",56.90,%,2020-10-21,18,27
21681,Usuário,"Disco temperatura",33.00,°C,2020-10-21,18,27
21682,Usuário,"Core 1",4005.50,MHz,2020-10-21,18,27
21683,Usuário,"Core 1",39.00,°C,2020-10-21,18,27
21684,Usuário,"Core 1",2.10,%,2020-10-21,18,27
21685,Usuário,"Core 2",3905.40,MHz,2020-10-21,18,27
21686,Usuário,"Core 2",40.00,°C,2020-10-21,18,27
21687,Usuário,"Core 2",4.70,%,2020-10-21,18,27
21688,Usuário,"Core 3",3905.40,MHz,2020-10-21,18,27
21689,Usuário,"Core 3",40.00,°C,2020-10-21,18,27
21690,Usuário,"Core 3",0.00,%,2020-10-21,18,27
21691,Usuário,"Core 4",3905.40,MHz,2020-10-21,18,27
21692,Usuário,"Core 4",37.00,°C,2020-10-21,18,27
21693,Usuário,"Core 4",1.60,%,2020-10-21,18,27
21694,Usuário,"Core 5",3905.40,MHz,2020-10-21,18,27
21695,Usuário,"Core 5",37.00,°C,2020-10-21,18,27
21696,Usuário,"Core 5",3.10,%,2020-10-21,18,27
21697,Usuário,"Core 6",3905.40,MHz,2020-10-21,18,27
21698,Usuário,"Core 6",39.00,°C,2020-10-21,18,27
21699,Usuário,"Core 6",0.00,%,2020-10-21,18,27
21746,Usuário,"Memoria uso %",41.50,%,2020-10-21,18,27
21747,Usuário,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21748,Usuário,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21749,Usuário,"Disco uso %",56.90,%,2020-10-21,18,27
21750,Usuário,"Disco temperatura",33.00,°C,2020-10-21,18,27
21751,Usuário,"Core 1",4005.50,MHz,2020-10-21,18,27
21752,Usuário,"Core 1",39.00,°C,2020-10-21,18,27
21753,Usuário,"Core 1",1.80,%,2020-10-21,18,27
21754,Usuário,"Core 2",3905.40,MHz,2020-10-21,18,27
21755,Usuário,"Core 2",40.00,°C,2020-10-21,18,27
21756,Usuário,"Core 2",4.70,%,2020-10-21,18,27
21757,Usuário,"Core 3",3905.40,MHz,2020-10-21,18,27
21758,Usuário,"Core 3",39.00,°C,2020-10-21,18,27
21759,Usuário,"Core 3",3.10,%,2020-10-21,18,27
21760,Usuário,"Core 4",3905.40,MHz,2020-10-21,18,27
21761,Usuário,"Core 4",37.00,°C,2020-10-21,18,27
21762,Usuário,"Core 4",0.00,%,2020-10-21,18,27
21763,Usuário,"Core 5",3905.40,MHz,2020-10-21,18,27
21764,Usuário,"Core 5",37.00,°C,2020-10-21,18,27
21765,Usuário,"Core 5",1.60,%,2020-10-21,18,27
21766,Usuário,"Core 6",3905.40,MHz,2020-10-21,18,27
21767,Usuário,"Core 6",39.00,°C,2020-10-21,18,27
21768,Usuário,"Core 6",1.60,%,2020-10-21,18,27
21792,Usuário,"Memoria uso %",41.40,%,2020-10-21,18,27
21793,Usuário,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21794,Usuário,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21795,Usuário,"Disco uso %",56.90,%,2020-10-21,18,27
21796,Usuário,"Disco temperatura",33.00,°C,2020-10-21,18,27
21797,Usuário,"Core 1",3905.40,MHz,2020-10-21,18,27
21798,Usuário,"Core 1",39.00,°C,2020-10-21,18,27
21799,Usuário,"Core 1",3.40,%,2020-10-21,18,27
21800,Usuário,"Core 2",3905.40,MHz,2020-10-21,18,27
21801,Usuário,"Core 2",41.00,°C,2020-10-21,18,27
21802,Usuário,"Core 2",6.30,%,2020-10-21,18,27
21803,Usuário,"Core 3",4005.50,MHz,2020-10-21,18,27
21804,Usuário,"Core 3",40.00,°C,2020-10-21,18,27
21805,Usuário,"Core 3",3.10,%,2020-10-21,18,27
21806,Usuário,"Core 4",3905.40,MHz,2020-10-21,18,27
21807,Usuário,"Core 4",38.00,°C,2020-10-21,18,27
21808,Usuário,"Core 4",1.60,%,2020-10-21,18,27
21809,Usuário,"Core 5",3905.40,MHz,2020-10-21,18,27
21810,Usuário,"Core 5",37.00,°C,2020-10-21,18,27
21811,Usuário,"Core 5",4.70,%,2020-10-21,18,27
21812,Usuário,"Core 6",3905.40,MHz,2020-10-21,18,27
21813,Usuário,"Core 6",38.00,°C,2020-10-21,18,27
21814,Usuário,"Core 6",1.60,%,2020-10-21,18,27
21815,Usuário,"Memoria uso %",41.40,%,2020-10-21,18,27
21816,Usuário,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21817,Usuário,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21818,Usuário,"Disco uso %",56.90,%,2020-10-21,18,27
21819,Usuário,"Disco temperatura",33.00,°C,2020-10-21,18,27
21820,Usuário,"Core 1",3905.40,MHz,2020-10-21,18,27
21821,Usuário,"Core 1",41.00,°C,2020-10-21,18,27
21822,Usuário,"Core 1",4.70,%,2020-10-21,18,27
21823,Usuário,"Core 2",3905.40,MHz,2020-10-21,18,27
21824,Usuário,"Core 2",42.00,°C,2020-10-21,18,27
21825,Usuário,"Core 2",4.70,%,2020-10-21,18,27
21826,Usuário,"Core 3",3905.40,MHz,2020-10-21,18,27
21827,Usuário,"Core 3",41.00,°C,2020-10-21,18,27
21828,Usuário,"Core 3",4.70,%,2020-10-21,18,27
21829,Usuário,"Core 4",3905.40,MHz,2020-10-21,18,27
21830,Usuário,"Core 4",38.00,°C,2020-10-21,18,27
21831,Usuário,"Core 4",1.60,%,2020-10-21,18,27
21832,Usuário,"Core 5",3905.40,MHz,2020-10-21,18,27
21833,Usuário,"Core 5",40.00,°C,2020-10-21,18,27
21834,Usuário,"Core 5",6.30,%,2020-10-21,18,27
21835,Usuário,"Core 6",3905.40,MHz,2020-10-21,18,27
21836,Usuário,"Core 6",42.00,°C,2020-10-21,18,27
21837,Usuário,"Core 6",4.70,%,2020-10-21,18,27
21838,Usuário,"Memoria uso %",41.40,%,2020-10-21,18,27
21839,Usuário,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21840,Usuário,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21841,Usuário,"Disco uso %",56.90,%,2020-10-21,18,27
21842,Usuário,"Disco temperatura",33.00,°C,2020-10-21,18,27
21843,Usuário,"Core 1",3905.40,MHz,2020-10-21,18,27
21844,Usuário,"Core 1",38.00,°C,2020-10-21,18,27
21845,Usuário,"Core 1",2.30,%,2020-10-21,18,27
21846,Usuário,"Core 2",3905.40,MHz,2020-10-21,18,27
21847,Usuário,"Core 2",40.00,°C,2020-10-21,18,27
21848,Usuário,"Core 2",10.90,%,2020-10-21,18,27
21849,Usuário,"Core 3",3905.40,MHz,2020-10-21,18,27
21850,Usuário,"Core 3",39.00,°C,2020-10-21,18,27
21851,Usuário,"Core 3",1.60,%,2020-10-21,18,27
21852,Usuário,"Core 4",3905.40,MHz,2020-10-21,18,27
21853,Usuário,"Core 4",37.00,°C,2020-10-21,18,27
21854,Usuário,"Core 4",0.00,%,2020-10-21,18,27
21855,Usuário,"Core 5",3905.40,MHz,2020-10-21,18,27
21856,Usuário,"Core 5",37.00,°C,2020-10-21,18,27
21857,Usuário,"Core 5",0.00,%,2020-10-21,18,27
21858,Usuário,"Core 6",3905.40,MHz,2020-10-21,18,27
21859,Usuário,"Core 6",39.00,°C,2020-10-21,18,27
21860,Usuário,"Core 6",0.00,%,2020-10-21,18,27
21861,Usuário,"Memoria uso %",41.50,%,2020-10-21,18,27
21862,Usuário,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21863,Usuário,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21864,Usuário,"Disco uso %",56.90,%,2020-10-21,18,27
21865,Usuário,"Disco temperatura",33.00,°C,2020-10-21,18,27
21866,Usuário,"Core 1",4005.50,MHz,2020-10-21,18,27
21867,Usuário,"Core 1",39.00,°C,2020-10-21,18,27
21868,Usuário,"Core 1",4.20,%,2020-10-21,18,27
21869,Usuário,"Core 2",4005.50,MHz,2020-10-21,18,27
21870,Usuário,"Core 2",40.00,°C,2020-10-21,18,27
21871,Usuário,"Core 2",10.90,%,2020-10-21,18,27
21872,Usuário,"Core 3",3905.40,MHz,2020-10-21,18,27
21873,Usuário,"Core 3",39.00,°C,2020-10-21,18,27
21874,Usuário,"Core 3",3.10,%,2020-10-21,18,27
21875,Usuário,"Core 4",3905.40,MHz,2020-10-21,18,27
21876,Usuário,"Core 4",37.00,°C,2020-10-21,18,27
21877,Usuário,"Core 4",1.60,%,2020-10-21,18,27
21878,Usuário,"Core 5",3905.40,MHz,2020-10-21,18,27
21879,Usuário,"Core 5",38.00,°C,2020-10-21,18,27
21880,Usuário,"Core 5",1.60,%,2020-10-21,18,27
21881,Usuário,"Core 6",3905.40,MHz,2020-10-21,18,27
21882,Usuário,"Core 6",38.00,°C,2020-10-21,18,27
21883,Usuário,"Core 6",3.10,%,2020-10-21,18,27
21907,Usuário,"Memoria uso %",41.40,%,2020-10-21,18,27
21908,Usuário,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21909,Usuário,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21910,Usuário,"Disco uso %",56.90,%,2020-10-21,18,27
21911,Usuário,"Disco temperatura",33.00,°C,2020-10-21,18,27
21912,Usuário,"Core 1",3905.40,MHz,2020-10-21,18,27
21913,Usuário,"Core 1",39.00,°C,2020-10-21,18,27
21914,Usuário,"Core 1",1.80,%,2020-10-21,18,27
21915,Usuário,"Core 2",4005.50,MHz,2020-10-21,18,27
21916,Usuário,"Core 2",40.00,°C,2020-10-21,18,27
21917,Usuário,"Core 2",6.30,%,2020-10-21,18,27
21918,Usuário,"Core 3",3905.40,MHz,2020-10-21,18,27
21919,Usuário,"Core 3",38.00,°C,2020-10-21,18,27
21920,Usuário,"Core 3",1.60,%,2020-10-21,18,27
21921,Usuário,"Core 4",3905.40,MHz,2020-10-21,18,27
21922,Usuário,"Core 4",37.00,°C,2020-10-21,18,27
21923,Usuário,"Core 4",0.00,%,2020-10-21,18,27
21924,Usuário,"Core 5",3905.40,MHz,2020-10-21,18,27
21925,Usuário,"Core 5",38.00,°C,2020-10-21,18,27
21926,Usuário,"Core 5",0.00,%,2020-10-21,18,27
21927,Usuário,"Core 6",3905.40,MHz,2020-10-21,18,27
21928,Usuário,"Core 6",41.00,°C,2020-10-21,18,27
21929,Usuário,"Core 6",1.60,%,2020-10-21,18,27
21976,Usuário,"Memoria uso %",45.70,%,2020-10-21,18,27
21977,Usuário,"Memoria uso GB",7.30,GB,2020-10-21,18,27
21978,Usuário,"Memoria livre GB",8.60,GB,2020-10-21,18,27
21979,Usuário,"Disco uso %",56.90,%,2020-10-21,18,27
21980,Usuário,"Disco temperatura",33.00,°C,2020-10-21,18,27
21981,Usuário,"Core 1",3905.40,MHz,2020-10-21,18,27
21982,Usuário,"Core 1",43.00,°C,2020-10-21,18,27
21983,Usuário,"Core 1",6.30,%,2020-10-21,18,27
21984,Usuário,"Core 2",3905.40,MHz,2020-10-21,18,27
21985,Usuário,"Core 2",44.00,°C,2020-10-21,18,27
