idLeitura,tipoMaquina,descricao,valor,metrica,dataleitura,minimo,maximo
21562,Servidor,"Memoria uso %",58.40,%,2020-10-20,19,26
21563,Servidor,"Memoria uso GB",9.30,GB,2020-10-20,19,26
21564,Servidor,"Memoria livre GB",6.60,GB,2020-10-20,19,26
21565,Servidor,"Disco uso %",57.20,%,2020-10-20,19,26
21566,Servidor,"Disco temperatura",33.00,°C,2020-10-20,19,26
21567,Servidor,"Core 1",3905.40,MHz,2020-10-20,19,26
21568,Servidor,"Core 1",51.00,°C,2020-10-20,19,26
21569,Servidor,"Core 1",56.30,%,2020-10-20,19,26
21570,Servidor,"Core 2",3905.40,MHz,2020-10-20,19,26
21571,Servidor,"Core 2",59.00,°C,2020-10-20,19,26
21572,Servidor,"Core 2",53.10,%,2020-10-20,19,26
21573,Servidor,"Core 3",3905.40,MHz,2020-10-20,19,26
21574,Servidor,"Core 3",55.00,°C,2020-10-20,19,26
21575,Servidor,"Core 3",67.20,%,2020-10-20,19,26
21576,Servidor,"Core 4",3905.40,MHz,2020-10-20,19,26
21577,Servidor,"Core 4",51.00,°C,2020-10-20,19,26
21578,Servidor,"Core 4",70.30,%,2020-10-20,19,26
21579,Servidor,"Core 5",3905.40,MHz,2020-10-20,19,26
21580,Servidor,"Core 5",49.00,°C,2020-10-20,19,26
21581,Servidor,"Core 5",43.80,%,2020-10-20,19,26
21582,Servidor,"Core 6",3905.40,MHz,2020-10-20,19,26
21583,Servidor,"Core 6",50.00,°C,2020-10-20,19,26
21584,Servidor,"Core 6",56.30,%,2020-10-20,19,26
21631,Servidor,"Memoria uso %",58.50,%,2020-10-20,19,26
21632,Servidor,"Memoria uso GB",9.30,GB,2020-10-20,19,26
21633,Servidor,"Memoria livre GB",6.60,GB,2020-10-20,19,26
21634,Servidor,"Disco uso %",57.20,%,2020-10-20,19,26
21635,Servidor,"Disco temperatura",33.00,°C,2020-10-20,19,26
21636,Servidor,"Core 1",3905.40,MHz,2020-10-20,19,26
21637,Servidor,"Core 1",47.00,°C,2020-10-20,19,26
21638,Servidor,"Core 1",22.10,%,2020-10-20,19,26
21639,Servidor,"Core 2",3905.40,MHz,2020-10-20,19,26
21640,Servidor,"Core 2",48.00,°C,2020-10-20,19,26
21641,Servidor,"Core 2",28.10,%,2020-10-20,19,26
21642,Servidor,"Core 3",3905.40,MHz,2020-10-20,19,26
21643,Servidor,"Core 3",47.00,°C,2020-10-20,19,26
21644,Servidor,"Core 3",26.60,%,2020-10-20,19,26
21645,Servidor,"Core 4",3905.40,MHz,2020-10-20,19,26
21646,Servidor,"Core 4",45.00,°C,2020-10-20,19,26
21647,Servidor,"Core 4",20.30,%,2020-10-20,19,26
21648,Servidor,"Core 5",3905.40,MHz,2020-10-20,19,26
21649,Servidor,"Core 5",46.00,°C,2020-10-20,19,26
21650,Servidor,"Core 5",18.80,%,2020-10-20,19,26
21651,Servidor,"Core 6",3905.40,MHz,2020-10-20,19,26
21652,Servidor,"Core 6",48.00,°C,2020-10-20,19,26
21653,Servidor,"Core 6",20.30,%,2020-10-20,19,26
21654,Servidor,"Memoria uso %",41.30,%,2020-10-21,18,27
21655,Servidor,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21656,Servidor,"Memoria livre GB",9.40,GB,2020-10-21,18,27
21657,Servidor,"Disco uso %",56.90,%,2020-10-21,18,27
21658,Servidor,"Disco temperatura",33.00,°C,2020-10-21,18,27
21659,Servidor,"Core 1",3905.40,MHz,2020-10-21,18,27
21660,Servidor,"Core 1",39.00,°C,2020-10-21,18,27
21661,Servidor,"Core 1",2.30,%,2020-10-21,18,27
21662,Servidor,"Core 2",4005.50,MHz,2020-10-21,18,27
21663,Servidor,"Core 2",40.00,°C,2020-10-21,18,27
21664,Servidor,"Core 2",4.70,%,2020-10-21,18,27
21665,Servidor,"Core 3",3905.40,MHz,2020-10-21,18,27
21666,Servidor,"Core 3",40.00,°C,2020-10-21,18,27
21667,Servidor,"Core 3",1.60,%,2020-10-21,18,27
21668,Servidor,"Core 4",3905.40,MHz,2020-10-21,18,27
21669,Servidor,"Core 4",37.00,°C,2020-10-21,18,27
21670,Servidor,"Core 4",1.60,%,2020-10-21,18,27
21671,Servidor,"Core 5",3905.40,MHz,2020-10-21,18,27
21672,Servidor,"Core 5",38.00,°C,2020-10-21,18,27
21673,Servidor,"Core 5",1.60,%,2020-10-21,18,27
21674,Servidor,"Core 6",3905.40,MHz,2020-10-21,18,27
21675,Servidor,"Core 6",40.00,°C,2020-10-21,18,27
21676,Servidor,"Core 6",0.00,%,2020-10-21,18,27
21700,Servidor,"Memoria uso %",41.40,%,2020-10-21,18,27
21701,Servidor,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21702,Servidor,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21703,Servidor,"Disco uso %",56.90,%,2020-10-21,18,27
21704,Servidor,"Disco temperatura",33.00,°C,2020-10-21,18,27
21705,Servidor,"Core 1",4005.50,MHz,2020-10-21,18,27
21706,Servidor,"Core 1",39.00,°C,2020-10-21,18,27
21707,Servidor,"Core 1",1.60,%,2020-10-21,18,27
21708,Servidor,"Core 2",3905.40,MHz,2020-10-21,18,27
21709,Servidor,"Core 2",40.00,°C,2020-10-21,18,27
21710,Servidor,"Core 2",0.00,%,2020-10-21,18,27
21711,Servidor,"Core 3",3905.40,MHz,2020-10-21,18,27
21712,Servidor,"Core 3",39.00,°C,2020-10-21,18,27
21713,Servidor,"Core 3",1.60,%,2020-10-21,18,27
21714,Servidor,"Core 4",3905.40,MHz,2020-10-21,18,27
21715,Servidor,"Core 4",37.00,°C,2020-10-21,18,27
21716,Servidor,"Core 4",3.10,%,2020-10-21,18,27
21717,Servidor,"Core 5",3905.40,MHz,2020-10-21,18,27
21718,Servidor,"Core 5",37.00,°C,2020-10-21,18,27
21719,Servidor,"Core 5",0.00,%,2020-10-21,18,27
21720,Servidor,"Core 6",3905.40,MHz,2020-10-21,18,27
21721,Servidor,"Core 6",40.00,°C,2020-10-21,18,27
21722,Servidor,"Core 6",1.60,%,2020-10-21,18,27
21723,Servidor,"Memoria uso %",41.40,%,2020-10-21,18,27
21724,Servidor,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21725,Servidor,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21726,Servidor,"Disco uso %",56.90,%,2020-10-21,18,27
21727,Servidor,"Disco temperatura",33.00,°C,2020-10-21,18,27
21728,Servidor,"Core 1",4005.50,MHz,2020-10-21,18,27
21729,Servidor,"Core 1",40.00,°C,2020-10-21,18,27
21730,Servidor,"Core 1",0.80,%,2020-10-21,18,27
21731,Servidor,"Core 2",4005.50,MHz,2020-10-21,18,27
21732,Servidor,"Core 2",40.00,°C,2020-10-21,18,27
21733,Servidor,"Core 2",3.10,%,2020-10-21,18,27
21734,Servidor,"Core 3",3905.40,MHz,2020-10-21,18,27
21735,Servidor,"Core 3",39.00,°C,2020-10-21,18,27
21736,Servidor,"Core 3",0.00,%,2020-10-21,18,27
21737,Servidor,"Core 4",3905.40,MHz,2020-10-21,18,27
21738,Servidor,"Core 4",37.00,°C,2020-10-21,18,27
21739,Servidor,"Core 4",0.00,%,2020-10-21,18,27
21740,Servidor,"Core 5",3905.40,MHz,2020-10-21,18,27
21741,Servidor,"Core 5",37.00,°C,2020-10-21,18,27
21742,Servidor,"Core 5",0.00,%,2020-10-21,18,27
21743,Servidor,"Core 6",3905.40,MHz,2020-10-21,18,27
21744,Servidor,"Core 6",39.00,°C,2020-10-21,18,27
21745,Servidor,"Core 6",1.60,%,2020-10-21,18,27
21930,Servidor,"Memoria uso %",41.40,%,2020-10-21,18,27
21931,Servidor,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21932,Servidor,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21933,Servidor,"Disco uso %",56.90,%,2020-10-21,18,27
21934,Servidor,"Disco temperatura",33.00,°C,2020-10-21,18,27
21935,Servidor,"Core 1",3905.40,MHz,2020-10-21,18,27
21936,Servidor,"Core 1",38.00,°C,2020-10-21,18,27
21937,Servidor,"Core 1",1.60,%,2020-10-21,18,27
21938,Servidor,"Core 2",4005.50,MHz,2020-10-21,18,27
21939,Servidor,"Core 2",40.00,°C,2020-10-21,18,27
21940,Servidor,"Core 2",1.60,%,2020-10-21,18,27
21941,Servidor,"Core 3",3905.40,MHz,2020-10-21,18,27
21942,Servidor,"Core 3",39.00,°C,2020-10-21,18,27
21943,Servidor,"Core 3",1.60,%,2020-10-21,18,27
21944,Servidor,"Core 4",3905.40,MHz,2020-10-21,18,27
21945,Servidor,"Core 4",37.00,°C,2020-10-21,18,27
21946,Servidor,"Core 4",0.00,%,2020-10-21,18,27
21947,Servidor,"Core 5",4005.50,MHz,2020-10-21,18,27
21948,Servidor,"Core 5",37.00,°C,2020-10-21,18,27
21949,Servidor,"Core 5",1.60,%,2020-10-21,18,27
21950,Servidor,"Core 6",3905.40,MHz,2020-10-21,18,27
21951,Servidor,"Core 6",38.00,°C,2020-10-21,18,27
21952,Servidor,"Core 6",3.10,%,2020-10-21,18,27
21953,Servidor,"Memoria uso %",41.40,%,2020-10-21,18,27
21954,Servidor,"Memoria uso GB",6.60,GB,2020-10-21,18,27
21955,Servidor,"Memoria livre GB",9.30,GB,2020-10-21,18,27
21956,Servidor,"Disco uso %",56.90,%,2020-10-21,18,27
21957,Servidor,"Disco temperatura",33.00,°C,2020-10-21,18,27
21958,Servidor,"Core 1",3905.40,MHz,2020-10-21,18,27
21959,Servidor,"Core 1",40.00,°C,2020-10-21,18,27
21960,Servidor,"Core 1",12.20,%,2020-10-21,18,27
21961,Servidor,"Core 2",3905.40,MHz,2020-10-21,18,27
21962,Servidor,"Core 2",41.00,°C,2020-10-21,18,27
21963,Servidor,"Core 2",17.20,%,2020-10-21,18,27
21964,Servidor,"Core 3",3905.40,MHz,2020-10-21,18,27
21965,Servidor,"Core 3",40.00,°C,2020-10-21,18,27
21966,Servidor,"Core 3",15.60,%,2020-10-21,18,27
21967,Servidor,"Core 4",3905.40,MHz,2020-10-21,18,27
21968,Servidor,"Core 4",38.00,°C,2020-10-21,18,27
21969,Servidor,"Core 4",6.30,%,2020-10-21,18,27
21970,Servidor,"Core 5",3905.40,MHz,2020-10-21,18,27
21971,Servidor,"Core 5",39.00,°C,2020-10-21,18,27
21972,Servidor,"Core 5",9.40,%,2020-10-21,18,27
21973,Servidor,"Core 6",3905.40,MHz,2020-10-21,18,27
21974,Servidor,"Core 6",41.00,°C,2020-10-21,18,27
21975,Servidor,"Core 6",9.40,%,2020-10-21,18,27
22141,Servidor,"Memoria uso %",47.80,%,2020-10-21,18,27
22142,Servidor,"Memoria uso GB",7.60,GB,2020-10-21,18,27
22143,Servidor,"Memoria livre GB",8.30,GB,2020-10-21,18,27
22144,Servidor,"Disco uso %",57.10,%,2020-10-21,18,27
22145,Servidor,"Disco temperatura",33.00,°C,2020-10-21,18,27
22146,Servidor,"Core 1",3905.40,MHz,2020-10-21,18,27
22147,Servidor,"Core 1",44.00,°C,2020-10-21,18,27
22148,Servidor,"Core 1",7.80,%,2020-10-21,18,27
22149,Servidor,"Core 2",3905.40,MHz,2020-10-21,18,27
22150,Servidor,"Core 2",45.00,°C,2020-10-21,18,27
22151,Servidor,"Core 2",12.50,%,2020-10-21,18,27
22152,Servidor,"Core 3",3905.40,MHz,2020-10-21,18,27
22153,Servidor,"Core 3",44.00,°C,2020-10-21,18,27
22154,Servidor,"Core 3",6.30,%,2020-10-21,18,27
22155,Servidor,"Core 4",3905.40,MHz,2020-10-21,18,27
22156,Servidor,"Core 4",42.00,°C,2020-10-21,18,27
22157,Servidor,"Core 4",1.60,%,2020-10-21,18,27
22158,Servidor,"Core 5",3905.40,MHz,2020-10-21,18,27
22159,Servidor,"Core 5",42.00,°C,2020-10-21,18,27
22160,Servidor,"Core 5",1.60,%,2020-10-21,18,27
22161,Servidor,"Core 6",3905.40,MHz,2020-10-21,18,27
22162,Servidor,"Core 6",47.00,°C,2020-10-21,18,27
22163,Servidor,"Core 6",17.20,%,2020-10-21,18,27
22243,Servidor,"Memoria uso %",29.40,%,2020-10-22,17,27
22244,Servidor,"Memoria uso GB",4.70,GB,2020-10-22,17,27
22245,Servidor,"Memoria livre GB",11.20,GB,2020-10-22,17,27
22246,Servidor,"Disco uso %",57.50,%,2020-10-22,17,27
22247,Servidor,"Disco temperatura",33.00,°C,2020-10-22,17,27
22248,Servidor,"Core 1",3905.40,MHz,2020-10-22,17,27
22249,Servidor,"Core 1",42.00,°C,2020-10-22,17,27
22250,Servidor,"Core 1",3.10,%,2020-10-22,17,27
22251,Servidor,"Core 2",3905.40,MHz,2020-10-22,17,27
22252,Servidor,"Core 2",45.00,°C,2020-10-22,17,27
22253,Servidor,"Core 2",7.80,%,2020-10-22,17,27
22254,Servidor,"Core 3",3905.40,MHz,2020-10-22,17,27
22255,Servidor,"Core 3",42.00,°C,2020-10-22,17,27
22256,Servidor,"Core 3",1.60,%,2020-10-22,17,27
22257,Servidor,"Core 4",3905.40,MHz,2020-10-22,17,27
22258,Servidor,"Core 4",40.00,°C,2020-10-22,17,27
22259,Servidor,"Core 4",0.00,%,2020-10-22,17,27
22260,Servidor,"Core 5",3905.40,MHz,2020-10-22,17,27
22261,Servidor,"Core 5",41.00,°C,2020-10-22,17,27
22262,Servidor,"Core 5",1.60,%,2020-10-22,17,27
22263,Servidor,"Core 6",3905.40,MHz,2020-10-22,17,27
22264,Servidor,"Core 6",47.00,°C,2020-10-22,17,27
22265,Servidor,"Core 6",4.70,%,2020-10-22,17,27
22358,Servidor,"Memoria uso %",29.50,%,2020-10-22,17,27
22359,Servidor,"Memoria uso GB",4.70,GB,2020-10-22,17,27
22360,Servidor,"Memoria livre GB",11.20,GB,2020-10-22,17,27
22361,Servidor,"Disco uso %",57.50,%,2020-10-22,17,27
22362,Servidor,"Disco temperatura",33.00,°C,2020-10-22,17,27
22363,Servidor,"Core 1",3905.40,MHz,2020-10-22,17,27
22364,Servidor,"Core 1",43.00,°C,2020-10-22,17,27
22365,Servidor,"Core 1",3.90,%,2020-10-22,17,27
22366,Servidor,"Core 2",3905.40,MHz,2020-10-22,17,27
22367,Servidor,"Core 2",44.00,°C,2020-10-22,17,27
